cod;nome;ano;valor;;
41;PR;2005;239;;
35;SP;2005;776;;
33;RJ;2005;507;;
32;ES;2005;149;;
31;MG;2005;377;;
29;BA;2005;211;;
28;SE;2005;28;;
27;AL;2005;74;;
26;PE;2005;282;;
25;PB;2005;62;;
24;RN;2005;41;;
23;CE;2005;143;;
22;PI;2005;40;;
21;MA;2005;58;;
17;TO;2005;21;;
16;AP;2005;15;;
15;PA;2005;127;;
14;RR;2005;11;;
13;AM;2005;48;;
12;AC;2005;13;;
11;RO;2005;49;;
53;DF;2006;49;;
52;GO;2006;143;;
51;MT;2006;70;;
50;MS;2006;55;;
43;RS;2006;162;;
42;SC;2006;92;;
41;PR;2006;249;;
35;SP;2006;788;;
33;RJ;2006;504;;
32;ES;2006;183;;
31;MG;2006;392;;
29;BA;2006;243;;
28;SE;2006;40;;
27;AL;2006;106;;
26;PE;2006;310;;
25;PB;2006;62;;
24;RN;2006;42;;
23;CE;2006;134;;
22;PI;2006;32;;
21;MA;2006;67;;
17;TO;2006;22;;
16;AP;2006;13;;
15;PA;2006;140;;
14;RR;2006;13;;
13;AM;2006;53;;
12;AC;2006;15;;
11;RO;2006;51;;
11;RO;2006;51;;
52;GO;2006;143;;
51;MT;2006;70;;
50;MS;2006;55;;
43;RS;2006;162;;
42;SC;2006;92;;
41;PR;2006;249;;
35;SP;2006;788;;
33;RJ;2006;504;;
32;ES;2006;183;;
31;MG;2006;392;;
29;BA;2006;243;;
28;SE;2006;40;;
27;AL;2006;106;;
26;PE;2006;310;;
25;PB;2006;62;;
24;RN;2006;42;;
23;CE;2006;134;;
22;PI;2006;32;;
21;MA;2006;67;;
17;TO;2006;22;;
16;AP;2006;13;;
15;PA;2006;140;;
14;RR;2006;13;;
13;AM;2006;53;;
12;AC;2006;15;;
53;DF;2006;49;;
53;DF;2007;55;;
53;DF;2007;55;;
52;GO;2007;139;;
51;MT;2007;95;;
50;MS;2007;67;;
43;RS;2007;193;;
42;SC;2007;70;;
41;PR;2007;241;;
35;SP;2007;595;;
33;RJ;2007;416;;
32;ES;2007;186;;
31;MG;2007;403;;
29;BA;2007;249;;
28;SE;2007;34;;
27;AL;2007;109;;
26;PE;2007;290;;
25;PB;2007;69;;
24;RN;2007;42;;
23;CE;2007;126;;
22;PI;2007;35;;
21;MA;2007;63;;
17;TO;2007;28;;
16;AP;2007;12;;
15;PA;2007;144;;
14;RR;2007;19;;
13;AM;2007;52;;
12;AC;2007;18;;
11;RO;2007;28;;
11;RO;2007;28;;
12;AC;2007;18;;
13;AM;2007;52;;
14;RR;2007;19;;
15;PA;2007;144;;
16;AP;2007;12;;
17;TO;2007;28;;
21;MA;2007;63;;
22;PI;2007;35;;
23;CE;2007;126;;
24;RN;2007;42;;
25;PB;2007;69;;
26;PE;2007;290;;
27;AL;2007;109;;
28;SE;2007;34;;
29;BA;2007;249;;
31;MG;2007;403;;
32;ES;2007;186;;
33;RJ;2007;416;;
35;SP;2007;595;;
41;PR;2007;241;;
42;SC;2007;70;;
43;RS;2007;193;;
50;MS;2007;67;;
51;MT;2007;95;;
52;GO;2007;139;;
12;AC;2008;13;;
13;AM;2008;63;;
14;RR;2008;15;;
15;PA;2008;169;;
16;AP;2008;13;;
17;TO;2008;21;;
21;MA;2008;81;;
22;PI;2008;38;;
23;CE;2008;117;;
24;RN;2008;59;;
25;PB;2008;87;;
26;PE;2008;298;;
27;AL;2008;83;;
28;SE;2008;30;;
29;BA;2008;315;;
31;MG;2008;377;;
32;ES;2008;190;;
33;RJ;2008;373;;
35;SP;2008;667;;
41;PR;2008;306;;
42;SC;2008;86;;
43;RS;2008;219;;
50;MS;2008;60;;
51;MT;2008;86;;
52;GO;2008;160;;
53;DF;2008;64;;
11;RO;2008;39;;
11;RO;2008;39;;
53;DF;2008;64;;
52;GO;2008;160;;
51;MT;2008;86;;
50;MS;2008;60;;
43;RS;2008;219;;
42;SC;2008;86;;
41;PR;2008;306;;
35;SP;2008;667;;
33;RJ;2008;373;;
32;ES;2008;190;;
31;MG;2008;377;;
29;BA;2008;315;;
28;SE;2008;30;;
27;AL;2008;83;;
26;PE;2008;298;;
25;PB;2008;87;;
24;RN;2008;59;;
23;CE;2008;117;;
22;PI;2008;38;;
21;MA;2008;81;;
17;TO;2008;21;;
16;AP;2008;13;;
15;PA;2008;169;;
14;RR;2008;15;;
13;AM;2008;63;;
12;AC;2008;13;;
53;DF;2009;76;;
52;GO;2009;165;;
51;MT;2009;94;;
50;MS;2009;65;;
43;RS;2009;225;;
42;SC;2009;93;;
41;PR;2009;331;;
35;SP;2009;660;;
33;RJ;2009;350;;
32;ES;2009;216;;
31;MG;2009;402;;
29;BA;2009;345;;
28;SE;2009;36;;
27;AL;2009;111;;
26;PE;2009;304;;
25;PB;2009;98;;
24;RN;2009;57;;
23;CE;2009;138;;
22;PI;2009;31;;
21;MA;2009;87;;
17;TO;2009;31;;
16;AP;2009;12;;
15;PA;2009;180;;
14;RR;2009;24;;
13;AM;2009;67;;
12;AC;2009;16;;
11;RO;2009;51;;
53;DF;2009;76;;
52;GO;2009;165;;
51;MT;2009;94;;
50;MS;2009;65;;
43;RS;2009;225;;
42;SC;2009;93;;
41;PR;2009;331;;
35;SP;2009;660;;
33;RJ;2009;350;;
32;ES;2009;216;;
31;MG;2009;402;;
29;BA;2009;345;;
28;SE;2009;36;;
27;AL;2009;111;;
26;PE;2009;304;;
25;PB;2009;98;;
24;RN;2009;57;;
23;CE;2009;138;;
22;PI;2009;31;;
21;MA;2009;87;;
17;TO;2009;31;;
16;AP;2009;12;;
15;PA;2009;180;;
14;RR;2009;24;;
13;AM;2009;67;;
12;AC;2009;16;;
11;RO;2009;51;;
12;AC;2010;19;;
13;AM;2010;65;;
14;RR;2010;11;;
15;PA;2010;231;;
16;AP;2010;16;;
17;TO;2010;34;;
21;MA;2010;117;;
22;PI;2010;40;;
23;CE;2010;173;;
24;RN;2010;71;;
25;PB;2010;119;;
26;PE;2010;247;;
27;AL;2010;137;;
28;SE;2010;43;;
29;BA;2010;438;;
31;MG;2010;409;;
32;ES;2010;174;;
33;RJ;2010;339;;
35;SP;2010;678;;
41;PR;2010;338;;
42;SC;2010;110;;
43;RS;2010;227;;
50;MS;2010;76;;
51;MT;2010;80;;
52;GO;2010;182;;
53;DF;2010;66;;
12;AC;2010;19;;
53;DF;2010;66;;
52;GO;2010;182;;
51;MT;2010;80;;
50;MS;2010;76;;
43;RS;2010;227;;
42;SC;2010;110;;
41;PR;2010;338;;
35;SP;2010;678;;
33;RJ;2010;339;;
32;ES;2010;174;;
31;MG;2010;409;;
29;BA;2010;438;;
28;SE;2010;43;;
27;AL;2010;137;;
26;PE;2010;247;;
25;PB;2010;119;;
24;RN;2010;71;;
23;CE;2010;173;;
22;PI;2010;40;;
21;MA;2010;117;;
17;TO;2010;34;;
16;AP;2010;16;;
15;PA;2010;231;;
14;RR;2010;11;;
13;AM;2010;65;;
11;RO;2010;37;;
11;RO;2010;37;;
52;GO;2011;262;;
50;MS;2011;78;;
43;RS;2011;202;;
42;SC;2011;74;;
41;PR;2011;283;;
35;SP;2011;580;;
33;RJ;2011;366;;
32;ES;2011;167;;
31;MG;2011;457;;
29;BA;2011;449;;
28;SE;2011;60;;
27;AL;2011;138;;
26;PE;2011;261;;
25;PB;2011;140;;
24;RN;2011;76;;
23;CE;2011;189;;
22;PI;2011;32;;
21;MA;2011;131;;
17;TO;2011;49;;
16;AP;2011;19;;
11;RO;2011;48;;
15;PA;2011;186;;
14;RR;2011;10;;
13;AM;2011;81;;
12;AC;2011;18;;
53;DF;2011;79;;
11;RO;2011;48;;
12;AC;2011;18;;
13;AM;2011;81;;
14;RR;2011;10;;
15;PA;2011;186;;
16;AP;2011;19;;
17;TO;2011;49;;
21;MA;2011;131;;
22;PI;2011;32;;
23;CE;2011;189;;
24;RN;2011;76;;
25;PB;2011;140;;
26;PE;2011;261;;
27;AL;2011;138;;
28;SE;2011;60;;
29;BA;2011;449;;
31;MG;2011;457;;
32;ES;2011;167;;
33;RJ;2011;366;;
35;SP;2011;580;;
41;PR;2011;283;;
42;SC;2011;74;;
43;RS;2011;202;;
50;MS;2011;78;;
51;MT;2011;87;;
52;GO;2011;262;;
53;DF;2011;79;;
51;MT;2011;87;;
17;TO;2012;49;;
13;AM;2012;118;;
14;RR;2012;17;;
15;PA;2012;232;;
16;AP;2012;17;;
17;TO;2012;49;;
21;MA;2012;114;;
22;PI;2012;46;;
23;CE;2012;219;;
24;RN;2012;64;;
25;PB;2012;137;;
26;PE;2012;216;;
27;AL;2012;133;;
28;SE;2012;62;;
29;BA;2012;437;;
31;MG;2012;460;;
32;ES;2012;163;;
33;RJ;2012;365;;
35;SP;2012;640;;
41;PR;2012;321;;
42;SC;2012;104;;
43;RS;2012;247;;
50;MS;2012;77;;
51;MT;2012;100;;
52;GO;2012;247;;
53;DF;2012;77;;
11;RO;2012;51;;
12;AC;2012;16;;
13;AM;2012;118;;
14;RR;2012;17;;
15;PA;2012;232;;
16;AP;2012;17;;
21;MA;2012;114;;
22;PI;2012;46;;
23;CE;2012;219;;
24;RN;2012;64;;
25;PB;2012;137;;
26;PE;2012;216;;
27;AL;2012;133;;
28;SE;2012;62;;
29;BA;2012;437;;
31;MG;2012;460;;
32;ES;2012;163;;
33;RJ;2012;365;;
35;SP;2012;640;;
41;PR;2012;321;;
42;SC;2012;104;;
43;RS;2012;247;;
50;MS;2012;77;;
51;MT;2012;100;;
52;GO;2012;247;;
53;DF;2012;77;;
11;RO;2012;51;;
12;AC;2012;16;;
12;AC;2013;32;;
13;AM;2013;96;;
14;RR;2013;36;;
15;PA;2013;231;;
16;AP;2013;19;;
17;TO;2013;40;;
21;MA;2013;131;;
22;PI;2013;47;;
23;CE;2013;278;;
24;RN;2013;89;;
25;PB;2013;126;;
26;PE;2013;256;;
27;AL;2013;142;;
28;SE;2013;56;;
29;BA;2013;423;;
31;MG;2013;427;;
32;ES;2013;171;;
33;RJ;2013;387;;
35;SP;2013;620;;
41;PR;2013;283;;
42;SC;2013;102;;
43;RS;2013;210;;
50;MS;2013;75;;
51;MT;2013;91;;
52;GO;2013;271;;
53;DF;2013;78;;
11;RO;2013;52;;
11;RO;2013;52;;
53;DF;2013;78;;
52;GO;2013;271;;
51;MT;2013;91;;
50;MS;2013;75;;
43;RS;2013;210;;
42;SC;2013;102;;
41;PR;2013;283;;
35;SP;2013;620;;
33;RJ;2013;387;;
32;ES;2013;171;;
31;MG;2013;427;;
29;BA;2013;423;;
28;SE;2013;56;;
27;AL;2013;142;;
26;PE;2013;256;;
25;PB;2013;126;;
24;RN;2013;89;;
23;CE;2013;278;;
22;PI;2013;47;;
21;MA;2013;131;;
17;TO;2013;40;;
16;AP;2013;19;;
15;PA;2013;231;;
14;RR;2013;36;;
13;AM;2013;96;;
12;AC;2013;32;;
52;GO;2014;290;;
51;MT;2014;111;;
50;MS;2014;85;;
43;RS;2014;250;;
42;SC;2014;111;;
41;PR;2014;284;;
35;SP;2014;612;;
33;RJ;2014;464;;
32;ES;2014;140;;
31;MG;2014;403;;
29;BA;2014;385;;
28;SE;2014;74;;
27;AL;2014;125;;
26;PE;2014;239;;
25;PB;2014;117;;
24;RN;2014;102;;
23;CE;2014;285;;
22;PI;2014;63;;
21;MA;2014;152;;
17;TO;2014;35;;
16;AP;2014;20;;
15;PA;2014;249;;
14;RR;2014;24;;
13;AM;2014;80;;
12;AC;2014;20;;
11;RO;2014;56;;
11;RO;2014;56;;
51;MT;2014;111;;
50;MS;2014;85;;
43;RS;2014;250;;
42;SC;2014;111;;
41;PR;2014;284;;
35;SP;2014;612;;
33;RJ;2014;464;;
32;ES;2014;140;;
31;MG;2014;403;;
29;BA;2014;385;;
28;SE;2014;74;;
27;AL;2014;125;;
26;PE;2014;239;;
25;PB;2014;117;;
24;RN;2014;102;;
23;CE;2014;285;;
22;PI;2014;63;;
21;MA;2014;152;;
17;TO;2014;35;;
16;AP;2014;20;;
15;PA;2014;249;;
14;RR;2014;24;;
13;AM;2014;80;;
12;AC;2014;20;;
53;DF;2014;60;;
52;GO;2014;290;;
53;DF;2014;60;;
41;PR;2015;244;;
53;DF;2015;58;;
52;GO;2015;255;;
51;MT;2015;118;;
50;MS;2015;58;;
43;RS;2015;284;;
42;SC;2015;97;;
35;SP;2015;559;;
33;RJ;2015;387;;
32;ES;2015;141;;
31;MG;2015;415;;
29;BA;2015;382;;
28;SE;2015;70;;
27;AL;2015;95;;
26;PE;2015;233;;
25;PB;2015;111;;
24;RN;2015;92;;
23;CE;2015;254;;
22;PI;2015;67;;
21;MA;2015;148;;
17;TO;2015;48;;
16;AP;2015;18;;
15;PA;2015;261;;
14;RR;2015;29;;
13;AM;2015;115;;
12;AC;2015;19;;
11;RO;2015;63;;
11;RO;2015;63;;
12;AC;2015;19;;
13;AM;2015;115;;
14;RR;2015;29;;
15;PA;2015;261;;
16;AP;2015;18;;
17;TO;2015;48;;
21;MA;2015;148;;
22;PI;2015;67;;
23;CE;2015;254;;
24;RN;2015;92;;
25;PB;2015;111;;
26;PE;2015;233;;
27;AL;2015;95;;
28;SE;2015;70;;
29;BA;2015;382;;
31;MG;2015;415;;
32;ES;2015;141;;
33;RJ;2015;387;;
35;SP;2015;559;;
41;PR;2015;244;;
42;SC;2015;97;;
43;RS;2015;284;;
50;MS;2015;58;;
51;MT;2015;118;;
52;GO;2015;255;;
53;DF;2015;58;;
53;DF;2016;64;;
53;DF;2016;64;;
52;GO;2016;238;;
51;MT;2016;104;;
50;MS;2016;80;;
43;RS;2016;308;;
42;SC;2016;107;;
41;PR;2016;238;;
35;SP;2016;507;;
33;RJ;2016;428;;
32;ES;2016;104;;
31;MG;2016;375;;
29;BA;2016;441;;
28;SE;2016;60;;
27;AL;2016;101;;
26;PE;2016;282;;
25;PB;2016;107;;
24;RN;2016;100;;
23;CE;2016;218;;
22;PI;2016;50;;
21;MA;2016;159;;
17;TO;2016;45;;
16;AP;2016;17;;
15;PA;2016;294;;
14;RR;2016;25;;
13;AM;2016;116;;
12;AC;2016;23;;
11;RO;2016;54;;
11;RO;2016;54;;
12;AC;2016;23;;
13;AM;2016;116;;
14;RR;2016;25;;
15;PA;2016;294;;
16;AP;2016;17;;
17;TO;2016;45;;
21;MA;2016;159;;
22;PI;2016;50;;
23;CE;2016;218;;
24;RN;2016;100;;
25;PB;2016;107;;
26;PE;2016;282;;
27;AL;2016;101;;
28;SE;2016;60;;
29;BA;2016;441;;
31;MG;2016;375;;
32;ES;2016;104;;
33;RJ;2016;428;;
35;SP;2016;507;;
41;PR;2016;238;;
42;SC;2016;107;;
43;RS;2016;308;;
50;MS;2016;80;;
51;MT;2016;104;;
52;GO;2016;238;;
52;GO;2017;256;;
11;RO;2017;62;;
12;AC;2017;34;;
13;AM;2017;115;;
14;RR;2017;27;;
15;PA;2017;311;;
16;AP;2017;27;;
17;TO;2017;38;;
21;MA;2017;127;;
22;PI;2017;52;;
23;CE;2017;374;;
24;RN;2017;148;;
25;PB;2017;88;;
26;PE;2017;310;;
27;AL;2017;111;;
28;SE;2017;77;;
29;BA;2017;487;;
31;MG;2017;388;;
32;ES;2017;151;;
33;RJ;2017;401;;
35;SP;2017;495;;
41;PR;2017;247;;
42;SC;2017;109;;
43;RS;2017;302;;
50;MS;2017;61;;
51;MT;2017;92;;
53;DF;2017;46;;
11;RO;2017;62;;
12;AC;2017;34;;
13;AM;2017;115;;
14;RR;2017;27;;
15;PA;2017;311;;
16;AP;2017;27;;
17;TO;2017;38;;
21;MA;2017;127;;
22;PI;2017;52;;
23;CE;2017;374;;
24;RN;2017;148;;
25;PB;2017;88;;
26;PE;2017;310;;
27;AL;2017;111;;
28;SE;2017;77;;
29;BA;2017;487;;
31;MG;2017;388;;
32;ES;2017;151;;
33;RJ;2017;401;;
35;SP;2017;495;;
41;PR;2017;247;;
42;SC;2017;109;;
43;RS;2017;302;;
50;MS;2017;61;;
51;MT;2017;92;;
52;GO;2017;256;;
53;DF;2017;46;;
53;DF;2018;55;;
53;DF;2018;55;;
52;GO;2018;220;;
51;MT;2018;88;;
50;MS;2018;66;;
43;RS;2018;256;;
42;SC;2018;91;;
41;PR;2018;211;;
35;SP;2018;454;;
33;RJ;2018;380;;
32;ES;2018;100;;
31;MG;2018;349;;
29;BA;2018;427;;
28;SE;2018;40;;
27;AL;2018;67;;
26;PE;2018;240;;
25;PB;2018;82;;
24;RN;2018;102;;
23;CE;2018;475;;
22;PI;2018;52;;
21;MA;2018;122;;
17;TO;2018;47;;
16;AP;2018;15;;
15;PA;2018;323;;
14;RR;2018;53;;
13;AM;2018;127;;
12;AC;2018;35;;
11;RO;2018;42;;
51;MT;2018;88;;
50;MS;2018;66;;
43;RS;2018;256;;
42;SC;2018;91;;
41;PR;2018;211;;
35;SP;2018;454;;
33;RJ;2018;380;;
32;ES;2018;100;;
31;MG;2018;349;;
29;BA;2018;427;;
28;SE;2018;40;;
27;AL;2018;67;;
26;PE;2018;240;;
25;PB;2018;82;;
24;RN;2018;102;;
23;CE;2018;475;;
22;PI;2018;52;;
21;MA;2018;122;;
17;TO;2018;47;;
16;AP;2018;15;;
15;PA;2018;323;;
14;RR;2018;53;;
13;AM;2018;127;;
12;AC;2018;35;;
11;RO;2018;42;;
52;GO;2018;220;;
53;DF;2019;55;;
11;RO;2019;43;;
12;AC;2019;32;;
13;AM;2019;118;;
14;RR;2019;33;;
15;PA;2019;232;;
16;AP;2019;19;;
17;TO;2019;36;;
21;MA;2019;114;;
22;PI;2019;47;;
23;CE;2019;221;;
24;RN;2019;98;;
25;PB;2019;72;;
26;PE;2019;204;;
27;AL;2019;90;;
28;SE;2019;53;;
29;BA;2019;396;;
31;MG;2019;295;;
32;ES;2019;97;;
33;RJ;2019;217;;
35;SP;2019;405;;
41;PR;2019;204;;
42;SC;2019;114;;
43;RS;2019;236;;
50;MS;2019;61;;
51;MT;2019;84;;
52;GO;2019;161;;
53;DF;2019;55;;
11;RO;2019;43;;
12;AC;2019;32;;
13;AM;2019;118;;
14;RR;2019;33;;
15;PA;2019;232;;
16;AP;2019;19;;
17;TO;2019;36;;
21;MA;2019;114;;
22;PI;2019;47;;
23;CE;2019;221;;
24;RN;2019;98;;
25;PB;2019;72;;
26;PE;2019;204;;
27;AL;2019;90;;
28;SE;2019;53;;
29;BA;2019;396;;
31;MG;2019;295;;
32;ES;2019;97;;
33;RJ;2019;217;;
35;SP;2019;405;;
41;PR;2019;204;;
42;SC;2019;114;;
43;RS;2019;236;;
50;MS;2019;61;;
51;MT;2019;84;;
52;GO;2019;161;;
11;RO;2020;54;;
53;DF;2020;35;;
52;GO;2020;134;;
51;MT;2020;105;;
50;MS;2020;71;;
43;RS;2020;214;;
42;SC;2020;86;;
41;PR;2020;197;;
35;SP;2020;397;;
33;RJ;2020;285;;
32;ES;2020;101;;
31;MG;2020;270;;
29;BA;2020;444;;
28;SE;2020;43;;
27;AL;2020;89;;
26;PE;2020;223;;
25;PB;2020;94;;
24;RN;2020;81;;
23;CE;2020;319;;
22;PI;2020;54;;
21;MA;2020;140;;
17;TO;2020;35;;
16;AP;2020;22;;
15;PA;2020;193;;
14;RR;2020;35;;
13;AM;2020;85;;
12;AC;2020;27;;
11;RO;2021;54;;
52;GO;2021;145;;
51;MT;2021;81;;
50;MS;2021;66;;
43;RS;2021;230;;
42;SC;2021;92;;
41;PR;2021;197;;
35;SP;2021;342;;
33;RJ;2021;284;;
32;ES;2021;125;;
31;MG;2021;249;;
29;BA;2021;463;;
28;SE;2021;37;;
27;AL;2021;65;;
26;PE;2021;245;;
25;PB;2021;83;;
24;RN;2021;70;;
23;CE;2021;336;;
22;PI;2021;68;;
21;MA;2021;131;;
17;TO;2021;39;;
16;AP;2021;19;;
15;PA;2021;208;;
14;RR;2021;20;;
13;AM;2021;135;;
12;AC;2021;28;;
53;DF;2021;46;;
12;AC;2022;23;;
13;AM;2022;118;;
14;RR;2022;31;;
15;PA;2022;203;;
16;AP;2022;16;;
17;TO;2022;30;;
21;MA;2022;127;;
22;PI;2022;67;;
23;CE;2022;275;;
24;RN;2022;71;;
25;PB;2022;84;;
26;PE;2022;229;;
27;AL;2022;77;;
28;SE;2022;36;;
29;BA;2022;411;;
31;MG;2022;272;;
32;ES;2022;102;;
33;RJ;2022;253;;
35;SP;2022;373;;
41;PR;2022;240;;
42;SC;2022;93;;
43;RS;2022;250;;
50;MS;2022;71;;
51;MT;2022;108;;
52;GO;2022;146;;
53;DF;2022;35;;
11;RO;2022;65;;
13;AM;2023;124;;
12;AC;2023;17;;
17;TO;2023;33;;
35;SP;2023;387;;
28;SE;2023;41;;
42;SC;2023;108;;
43;RS;2023;224;;
14;RR;2023;30;;
11;RO;2023;53;;
24;RN;2023;62;;
33;RJ;2023;288;;
41;PR;2023;228;;
22;PI;2023;69;;
26;PE;2023;333;;
25;PB;2023;74;;
15;PA;2023;194;;
51;MT;2023;105;;
50;MS;2023;46;;
31;MG;2023;277;;
21;MA;2023;135;;
52;GO;2023;114;;
32;ES;2023;99;;
53;DF;2023;46;;
23;CE;2023;248;;
29;BA;2023;463;;
16;AP;2023;14;;
27;AL;2023;75;;
